suburb,postcode,lga,crime_totalIncidents,crime_year,crimeLga_ratePer100k,crimeLga_crimeScore,rent_region,rent_period,rent_1brFlat,rent_2brFlat,rent_3brFlat,rent_2brHouse,rent_3brHouse,rent_4brHouse,rent_all,rent_1brFlat_score,rent_2brFlat_score,rent_3brFlat_score,rent_2brHouse_score,rent_3brHouse_score,rent_4brHouse_score,rent_all_score,meanMedianHousePrice,meanMedianUnitPrice,housePriceScore,unitPriceScore
Mount Eliza,3930,Mornington Peninsula,459,2025,5236.7,0.2024,Mornington Peninsula,2025-09-30,,535,650,533,675,895,695,,-0.3,-0.4286,-0.5286,0.15,0.2368,1.9,1616500.0,848360.0,2.1707,1.8844
Mount Evelyn,3796,Yarra Ranges,228,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,831000.0,759760.0,-0.6093,1.0804
Mount Martha,3934,Mornington Peninsula,338,2025,5236.7,0.2024,Mornington Peninsula,2025-09-30,,535,650,533,675,895,695,,-0.3,-0.4286,-0.5286,0.15,0.2368,1.9,1734500.0,775700.0,2.5883,1.225
Mount Toolebewong,3777,Yarra Ranges,2,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Mount Waverley,3149,Monash,1548,2025,5566.4,-0.2378,Inner Eastern Melbourne,2025-09-30,280,540,700,570,660,800,695,-3.0,-0.2,0.0476,0.0,0.0,-0.2632,1.9,1601180.0,1067700.0,2.1164,3.0
Mulgrave,3170,Monash,1274,2025,5566.4,-0.2378,Inner Eastern Melbourne,2025-09-30,550,640,660,590,640,780,695,2.3404,1.8,-0.3333,0.2857,-0.2,-0.3684,1.9,1090360.0,834100.0,0.3086,1.755
Murrumbeena,3163,Glen Eira,418,2025,3838.9,2.0689,Southern Melbourne,2025-09-30,405,570,750,590,730,1050,580,-0.7447,0.4,0.5238,0.2857,0.7,1.0526,-0.4,1710300.0,601600.0,2.5026,-0.3548
Nangana,3781,Cardinia,3,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Nar Nar Goon,3812,Cardinia,64,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Nar Nar Goon North,3812,Cardinia,35,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,733600.0,,-0.954,
Narre Warren,3805,Casey,2771,2025,5486.1,-0.1306,South Eastern Melbourne,2025-09-30,323,470,545,475,550,640,560,-2.4894,-1.6,-1.4286,-1.3571,-1.1,-1.1053,-0.8,761100.0,578100.0,-0.8567,-0.5681
Narre Warren East,3804,Yarra Ranges,13,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Narre Warren North,3804,Casey,252,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,1634500.0,,2.2344,
Narre Warren South,3805,Casey,908,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,817260.0,640480.0,-0.6579,-0.002
Newport,3015,Hobsons Bay,735,2025,6402.7,-1.3545,Outer Western Melbourne,2025-09-30,455,575,725,580,700,925,620,0.3191,0.5,0.2857,0.1429,0.4,0.3947,0.4,1307500.0,779920.0,1.0771,1.2633
Niddrie,3042,Moonee Valley,215,2025,6245.9,-1.1451,,,,,,,,,,,,,,,,,1257560.0,753000.0,0.9003,1.0191
Noble Park,3174,Greater Dandenong,2095,2025,10169.3,-3.0,South Eastern Melbourne,2025-09-30,370,495,580,480,550,630,520,-1.4894,-1.1,-1.0952,-1.2857,-1.1,-1.1579,-1.6,781100.0,552000.0,-0.7859,-0.8049
Noble Park North,3174,Greater Dandenong,562,2025,10169.3,-3.0,,,,,,,,,,,,,,,,,781800.0,601400.0,-0.7834,-0.3566
North Melbourne,3051,Melbourne,1908,2025,17671.9,-3.0,Inner Melbourne,2025-09-30,525,660,882,650,853,1080,600,1.8085,2.2,1.781,1.1429,1.93,1.2105,0.0,1359500.0,504600.0,1.2611,-1.235
North Warrandyte,3113,Nillumbik,36,2025,2567.5,3.0,,,,,,,,,,,,,,,,,,,,
Northcote,3070,Darebin,1560,2025,8504.0,-3.0,North Eastern Melbourne,2025-09-30,420,600,850,700,850,1250,640,-0.4255,1.0,1.4762,1.8571,1.9,2.1053,0.8,1624900.0,638080.0,2.2004,-0.0238
Notting Hill,3168,Monash,222,2025,5566.4,-0.2378,,,,,,,,,,,,,,,,,1189040.0,415860.0,0.6578,-2.0403
Nunawading,3131,Whitehorse,639,2025,5032.8,0.4747,Inner Eastern Melbourne,2025-09-30,435,520,650,525,625,745,580,-0.1064,-0.6,-0.4286,-0.6429,-0.35,-0.5526,-0.4,1167000.0,792400.0,0.5798,1.3766
Nutfield,3099,Nillumbik,5,2025,2567.5,3.0,,,,,,,,,,,,,,,,,,,,
Nyora,3987,Cardinia,68,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Oak Park,3046,Merri-bek,232,2025,6119.2,-0.976,North Western Melbourne,2025-09-30,385,490,600,500,551,660,530,-1.1702,-1.2,-0.9048,-1.0,-1.09,-1.0,-1.4,1132700.0,665960.0,0.4585,0.2292
Oaklands Junction,3063,Hume,33,2025,6346.4,-1.2793,,,,,,,,,,,,,,,,,,,,
Oakleigh,3166,Monash,1480,2025,5566.4,-0.2378,Inner Eastern Melbourne,2025-09-30,500,580,680,570,630,850,620,1.2766,0.6,-0.1429,0.0,-0.3,0.0,0.4,1302800.0,560400.0,1.0604,-0.7287
Oakleigh East,3166,Monash,249,2025,5566.4,-0.2378,,,,,,,,,,,,,,,,,1159200.0,815200.0,0.5522,1.5835
Oakleigh South,3167,Monash,535,2025,5566.4,-0.2378,,,,,,,,,,,,,,,,,1196260.0,789500.0,0.6834,1.3503
Officer,3809,Cardinia,1155,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,726300.0,557960.0,-0.9798,-0.7508
Officer South,3809,Cardinia,25,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,810500.0,,-0.6818,
Olinda,3788,Yarra Ranges,73,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,952500.0,,-0.1793,
Ormond,3204,Glen Eira,242,2025,3838.9,2.0689,,,,,,,,,,,,,,,,,1782700.0,600960.0,2.7588,-0.3606
Pakenham,3810,Cardinia,3683,2025,4967.7,0.5616,South Eastern Melbourne,2025-09-30,,450,500,460,530,590,540,,-2.0,-1.8571,-1.5714,-1.3,-1.3684,-1.2,666100.0,494700.0,-1.1929,-1.3249
Pakenham South,3810,Cardinia,13,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Pakenham Upper,3810,Cardinia,26,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Panton Hill,3759,Nillumbik,14,2025,2567.5,3.0,,,,,,,,,,,,,,,,,,,,
Park Orchards,3114,Maroondah,64,2025,5643.1,-0.3402,,,,,,,,,,,,,,,,,2080300.0,,3.0,
Parkdale,3195,Kingston,372,2025,5702.9,-0.4201,Southern Melbourne,2025-09-30,405,550,720,600,750,910,580,-0.7447,0.0,0.2381,0.4286,0.9,0.3158,-0.4,1508580.0,788160.0,1.7887,1.3381
Parkville,3052,Melbourne,985,2025,17671.9,-3.0,Inner Melbourne,2025-09-30,500,670,855,670,950,1100,620,1.2766,2.4,1.5238,1.4286,2.9,1.3158,0.4,1835600.0,539500.0,2.9461,-0.9183
Parwan,3340,Melton,51,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,,,,
Pascoe Vale,3044,Merri-bek,848,2025,6119.2,-0.976,North Western Melbourne,2025-09-30,280,500,628,540,620,785,550,-3.0,-1.0,-0.6381,-0.4286,-0.4,-0.3421,-1.0,1109000.0,643700.0,0.3746,0.0272
Pascoe Vale South,3044,Merri-bek,468,2025,6119.2,-0.976,North Western Melbourne,2025-09-30,425,550,700,580,710,850,600,-0.3191,0.0,0.0476,0.1429,0.5,0.0,0.0,1197000.0,681300.0,0.686,0.3684
Patterson Lakes,3197,Kingston,332,2025,5702.9,-0.4201,,,,,,,,,,,,,,,,,1288400.0,668000.0,1.0095,0.2477
Pearcedale,3912,Mornington Peninsula,116,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,892500.0,741875.0,-0.3916,0.9181
Plenty,3090,Nillumbik,111,2025,2567.5,3.0,,,,,,,,,,,,,,,,,,,,
Plumpton,3335,Melton,8,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,,,,
Point Cook,3030,Wyndham,2432,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,787300.0,551160.0,-0.7639,-0.8125
Point Leo,3916,Mornington Peninsula,7,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,,,,
Port Melbourne,3207,Port Phillip,2403,2025,11004.1,-3.0,Inner Melbourne,2025-09-30,550,745,1175,740,980,1125,795,2.3404,3.0,3.0,2.4286,3.0,1.4474,3.0,1576000.0,745520.0,2.0273,0.9512
Portsea,3944,Mornington Peninsula,30,2025,5236.7,0.2024,Mornington Peninsula,2025-09-30,393,478,600,490,570,745,595,-1.0,-1.44,-0.9048,-1.1429,-0.9,-0.5526,-0.1,3406000.0,,3.0,
Powelltown,3797,Yarra Ranges,5,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Prahran,3181,Stonnington,2387,2025,9532.0,-3.0,Inner Melbourne,2025-09-30,460,650,950,775,975,1350,590,0.4255,2.0,2.4286,2.9286,3.0,2.6316,-0.2,1643500.0,528600.0,2.2662,-1.0172
Preston,3072,Darebin,5014,2025,8504.0,-3.0,North Eastern Melbourne,2025-09-30,440,550,695,588,675,925,560,0.0,0.0,0.0,0.2571,0.15,0.3947,-0.8,1185460.0,605160.0,0.6452,-0.3225
Princes Hill,3054,Yarra,236,2025,12460.7,-3.0,,,,,,,,,,,,,,,,,1680000.0,,2.3954,
Quandong,3340,Wyndham,17,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,,,,
Ravenhall,3023,Melton,553,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,,,,
Red Hill,3937,Mornington Peninsula,18,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,1742500.0,,2.6166,
Red Hill South,3937,Mornington Peninsula,6,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,,,,
Reefton,3799,Yarra Ranges,11,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Research,3095,Nillumbik,55,2025,2567.5,3.0,North Eastern Melbourne,2025-09-30,360,500,620,500,650,813,640,-1.7021,-1.0,-0.7143,-1.0,-0.1,-0.1947,0.8,1500600.0,,1.7605,
Reservoir,3073,Darebin,4144,2025,8504.0,-3.0,North Eastern Melbourne,2025-09-30,400,500,620,500,560,700,530,-0.8511,-1.0,-0.7143,-1.0,-1.0,-0.7895,-1.4,912200.0,641000.0,-0.3219,0.0027
Richmond,3121,Yarra,3863,2025,12460.7,-3.0,Inner Melbourne,2025-09-30,510,700,1000,750,990,1315,675,1.4894,3.0,2.9048,2.5714,3.0,2.4474,1.5,1400500.0,565160.0,1.4062,-0.6855
Ringwood,3134,Maroondah,2937,2025,5643.1,-0.3402,Outer Eastern Melbourne,2025-09-30,440,520,620,520,600,710,560,0.0,-0.6,-0.7143,-0.7143,-0.6,-0.7368,-0.8,1037600.0,620280.0,0.1219,-0.1853
Ringwood East,3135,Maroondah,489,2025,5643.1,-0.3402,,,,,,,,,,,,,,,,,1032500.0,724200.0,0.1038,0.7577
Ringwood North,3134,Maroondah,223,2025,5643.1,-0.3402,,,,,,,,,,,,,,,,,1201460.0,867000.0,0.7018,2.0535
Ripponlea,3185,Port Phillip,98,2025,11004.1,-3.0,,,,,,,,,,,,,,,,,1838000.0,532760.0,2.9546,-0.9795
Rockbank,3335,Melton,559,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,614020.0,542800.0,-1.3772,-0.8884
Rosanna,3084,Banyule,291,2025,6137.2,-1.0,,,,,,,,,,,,,,,,,1387600.0,906600.0,1.3606,2.4129
Rosebud,3939,Mornington Peninsula,1373,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,736360.0,689300.0,-0.9442,0.441
Rowville,3178,Knox,1195,2025,4872.9,0.6882,Outer Eastern Melbourne,2025-09-30,,530,628,550,600,725,650,,-0.4,-0.6381,-0.2857,-0.6,-0.6579,1.0,1078020.0,700700.0,0.2649,0.5445
Roxburgh Park,3064,Hume,950,2025,6346.4,-1.2793,North Western Melbourne,2025-09-30,325,470,520,460,506,600,515,-2.4468,-1.6,-1.6667,-1.5714,-1.54,-1.3158,-1.7,670400.0,495000.0,-1.1777,-1.3221
Rye,3941,Mornington Peninsula,431,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,964500.0,702360.0,-0.1368,0.5595
Rythdale,3810,Cardinia,5,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Safety Beach,3936,Mornington Peninsula,280,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,1152500.0,898500.0,0.5285,2.3394
Sandhurst,3977,Frankston,118,2025,8866.5,-3.0,,,,,,,,,,,,,,,,,1035760.0,,0.1154,
Sandringham,3191,Bayside,455,2025,4053.5,1.7823,,,,,,,,,,,,,,,,,2105500.0,745860.0,3.0,0.9543
Sassafras,3787,Yarra Ranges,26,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,931500.0,,-0.2536,
Scoresby,3179,Knox,359,2025,4872.9,0.6882,Outer Eastern Melbourne,2025-09-30,287,510,610,550,597,700,620,-3.0,-0.8,-0.8095,-0.2857,-0.63,-0.7895,0.4,969400.0,827060.0,-0.1195,1.6911
Seabrook,3028,Hobsons Bay,120,2025,6402.7,-1.3545,,,,,,,,,,,,,,,,,759900.0,,-0.8609,
Seaford,3198,Frankston,1911,2025,8866.5,-3.0,Mornington Peninsula,2025-09-30,380,470,560,490,560,660,560,-1.2766,-1.6,-1.2857,-1.1429,-1.0,-1.0,-0.8,848060.0,625760.0,-0.5489,-0.1356
Seaholme,3018,Hobsons Bay,102,2025,6402.7,-1.3545,,,,,,,,,,,,,,,,,1194000.0,,0.6754,
Seddon,3011,Maribyrnong,380,2025,10545.5,-3.0,Outer Western Melbourne,2025-09-30,393,520,730,600,720,850,620,-1.0,-0.6,0.3333,0.4286,0.6,0.0,0.4,1106500.0,615660.0,0.3657,-0.2272
Selby,3159,Yarra Ranges,41,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,826400.0,,-0.6256,
Seville,3139,Yarra Ranges,69,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,839960.0,,-0.5776,
Seville East,3139,Yarra Ranges,14,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Sherbrooke,3789,Yarra Ranges,9,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Shoreham,3916,Mornington Peninsula,18,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,1855500.0,,3.0,
Silvan,3795,Yarra Ranges,44,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Skye,3977,Frankston,327,2025,8866.5,-3.0,,,,,,,,,,,,,,,,,793160.0,584300.0,-0.7432,-0.5118
Smiths Gully,3760,Nillumbik,3,2025,2567.5,3.0,,,,,,,,,,,,,,,,,,,,
Somers,3927,Mornington Peninsula,72,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,1353500.0,,1.2399,
Somerton,3062,Hume,298,2025,6346.4,-1.2793,,,,,,,,,,,,,,,,,,,,
Somerville,3912,Mornington Peninsula,513,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,824160.0,633520.0,-0.6335,-0.0652
Sorrento,3943,Mornington Peninsula,138,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,1826500.0,,2.9139,
South Kingsville,3015,Hobsons Bay,81,2025,6402.7,-1.3545,,,,,,,,,,,,,,,,,1134260.0,704500.0,0.464,0.5789
South Melbourne,3205,Port Phillip,2856,2025,11004.1,-3.0,Inner Melbourne,2025-09-30,548,700,950,750,950,,650,2.2979,3.0,2.4286,2.5714,2.9,,1.0,1571260.0,597000.0,2.0105,-0.3966
South Morang,3752,Whittlesea,1086,2025,5327.2,0.0816,,,,,,,,,,,,,,,,,753060.0,530500.0,-0.8851,-1.0
South Wharf,3006,Port Phillip,376,2025,11004.1,-3.0,,,,,,,,,,,,,,,,,,,,
South Yarra,3141,Stonnington,2889,2025,9532.0,-3.0,Inner Melbourne,2025-09-30,500,700,1100,780,1100,1700,620,1.2766,3.0,3.0,3.0,3.0,3.0,0.4,2038760.0,571500.0,3.0,-0.6279
Southbank,3006,Port Phillip,3771,2025,11004.1,-3.0,Inner Melbourne,2025-09-30,570,720,1010,,,,680,2.766,3.0,3.0,,,,1.6,,586360.0,,-0.4931
Spotswood,3015,Hobsons Bay,424,2025,6402.7,-1.3545,Outer Western Melbourne,2025-09-30,455,575,725,580,700,925,620,0.3191,0.5,0.2857,0.1429,0.4,0.3947,0.4,1199460.0,789200.0,0.6947,1.3475
Springvale,3171,Greater Dandenong,2514,2025,10169.3,-3.0,South Eastern Melbourne,2025-09-30,370,520,650,510,570,683,570,-1.4894,-0.6,-0.4286,-0.8571,-0.9,-0.8789,-0.6,868300.0,629900.0,-0.4773,-0.098
Springvale South,3172,Greater Dandenong,532,2025,10169.3,-3.0,,,,,,,,,,,,,,,,,827700.0,640400.0,-0.621,-0.0027
St Albans,3021,Brimbank,3173,2025,7366.8,-2.6419,Outer Western Melbourne,2025-09-30,330,420,482,420,470,550,470,-2.3404,-2.6,-2.0286,-2.1429,-1.9,-1.5789,-2.6,659000.0,518900.0,-1.218,-1.1053
St Andrews,3761,Nillumbik,18,2025,2567.5,3.0,,,,,,,,,,,,,,,,,,,,
St Andrews Beach,3941,Mornington Peninsula,17,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,1382600.0,,1.3429,
St Helena,3088,Banyule,83,2025,6137.2,-1.0,,,,,,,,,,,,,,,,,1141160.0,,0.4884,
St Kilda,3182,Port Phillip,3366,2025,11004.1,-3.0,Inner Melbourne,2025-09-30,465,630,890,728,950,1105,560,0.5319,1.6,1.8571,2.2571,2.9,1.3421,-0.8,1587600.0,523400.0,2.0684,-1.0644
St Kilda East,3183,Glen Eira,628,2025,3838.9,2.0689,Inner Melbourne,2025-09-30,425,575,840,763,900,1100,550,-0.3191,0.5,1.381,2.7571,2.4,1.3158,-1.0,1590200.0,588500.0,2.0776,-0.4737
St Kilda West,3182,Port Phillip,259,2025,11004.1,-3.0,Inner Melbourne,2025-09-30,450,643,825,760,1150,1400,698,0.2128,1.86,1.2381,2.7143,3.0,2.8947,1.96,2423000.0,532100.0,3.0,-0.9855
Steels Creek,3775,Yarra Ranges,3,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Strathewen,3099,Nillumbik,2,2025,2567.5,3.0,,,,,,,,,,,,,,,,,,,,
Strathmore,3041,Moonee Valley,311,2025,6245.9,-1.1451,,,,,,,,,,,,,,,,,1628800.0,715000.0,2.2142,0.6742
Strathmore Heights,3041,Moonee Valley,30,2025,6245.9,-1.1451,,,,,,,,,,,,,,,,,944500.0,,-0.2076,
Strathtulloh,3338,Melton,361,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,632700.0,,-1.3111,
Sunbury,3429,Hume,2112,2025,6346.4,-1.2793,North Western Melbourne,2025-09-30,,440,480,440,490,570,520,,-2.2,-2.0476,-1.8571,-1.7,-1.4737,-1.6,671900.0,510980.0,-1.1724,-1.1771
Sunshine,3020,Brimbank,2536,2025,7366.8,-2.6419,Outer Western Melbourne,2025-09-30,330,410,530,460,495,600,480,-2.3404,-2.8,-1.5714,-1.5714,-1.65,-1.3158,-2.4,802400.0,483400.0,-0.7105,-1.4274
Sunshine North,3020,Brimbank,1088,2025,7366.8,-2.6419,,,,,,,,,,,,,,,,,745500.0,563800.0,-0.9119,-0.6978
Sunshine West,3020,Brimbank,1088,2025,7366.8,-2.6419,,,,,,,,,,,,,,,,,694200.0,602300.0,-1.0934,-0.3485
Surrey Hills,3127,Whitehorse,435,2025,5032.8,0.4747,Inner Eastern Melbourne,2025-09-30,450,570,740,620,800,1100,678,0.2128,0.4,0.4286,0.7143,1.4,1.3158,1.56,2313480.0,897600.0,3.0,2.3312
Sydenham,3037,Brimbank,477,2025,7366.8,-2.6419,Outer Western Melbourne,2025-09-30,,450,460,440,480,530,500,,-2.0,-2.2381,-1.8571,-1.8,-1.6842,-2.0,703700.0,494400.0,-1.0598,-1.3276
Tarneit,3029,Wyndham,3562,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,653160.0,465700.0,-1.2387,-1.588
Tarrawarra,3775,Yarra Ranges,1,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Taylors Hill,3037,Melton,310,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,902460.0,560020.0,-0.3564,-0.7321
Taylors Lakes,3038,Brimbank,1044,2025,7366.8,-2.6419,,,,,,,,,,,,,,,,,942800.0,583900.0,-0.2136,-0.5154
Tecoma,3160,Yarra Ranges,52,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,887500.0,,-0.4093,
Templestowe,3106,Manningham,423,2025,3100.2,3.0,Inner Eastern Melbourne,2025-09-30,480,595,720,570,660,820,670,0.8511,0.9,0.2381,0.0,0.0,-0.1579,1.4,1622900.0,884660.0,2.1933,2.2138
Templestowe Lower,3107,Manningham,369,2025,3100.2,3.0,,,,,,,,,,,,,,,,,1352000.0,981060.0,1.2346,3.0
The Basin,3154,Knox,174,2025,4872.9,0.6882,,,,,,,,,,,,,,,,,875500.0,,-0.4518,
The Patch,3792,Yarra Ranges,5,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Thomastown,3074,Whittlesea,2087,2025,5327.2,0.0816,North Eastern Melbourne,2025-09-30,375,450,501,470,510,590,500,-1.383,-2.0,-1.8476,-1.4286,-1.5,-1.3684,-2.0,728140.0,520860.0,-0.9733,-1.0875
Thornbury,3071,Darebin,1291,2025,8504.0,-3.0,North Eastern Melbourne,2025-09-30,400,520,748,650,798,960,525,-0.8511,-0.6,0.5048,1.1429,1.38,0.5789,-1.5,1394900.0,548800.0,1.3864,-0.8339
Thornhill Park,3335,Melton,396,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,588000.0,,-1.4693,
Three Bridges,3797,Yarra Ranges,13,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Tonimbuk,3815,Cardinia,,,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Toolangi,3777,Yarra Ranges,14,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Toolern Vale,3337,Melton,61,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,,,,
Tooradin,3980,Casey,140,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,814200.0,,-0.6687,
Toorak,3142,Stonnington,776,2025,9532.0,-3.0,Inner Melbourne,2025-09-30,445,650,1000,695,1250,1875,688,0.1064,2.0,2.9048,1.7857,3.0,3.0,1.76,5485500.0,959700.0,3.0,2.8947
Toorongo,3833,Yarra Ranges,,,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Tootgarook,3941,Mornington Peninsula,178,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,898500.0,,-0.3704,
Tottenham,3012,Maribyrnong,147,2025,10545.5,-3.0,,,,,,,,,,,,,,,,,,,,
Travancore,3032,Moonee Valley,156,2025,6245.9,-1.1451,,,,,,,,,,,,,,,,,,363960.0,,-2.5113
Tremont,3785,Yarra Ranges,4,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Truganina,3029,Wyndham,2476,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,660460.0,496700.0,-1.2128,-1.3067
Tuerong,3915,Mornington Peninsula,26,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,,,,
Tullamarine,3043,Brimbank,948,2025,7366.8,-2.6419,North Western Melbourne,2025-09-30,,450,553,500,530,620,530,,-2.0,-1.3524,-1.0,-1.3,-1.2105,-1.4,755700.0,560860.0,-0.8758,-0.7245
Tyabb,3913,Mornington Peninsula,122,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,784200.0,621500.0,-0.7749,-0.1742
Tynong,3813,Cardinia,20,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Tynong North,3813,Cardinia,35,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Upper Ferntree Gully,3156,Yarra Ranges,216,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,870600.0,502700.0,-0.4691,-1.2523
Upwey,3158,Yarra Ranges,188,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,859520.0,,-0.5084,
Vermont,3133,Whitehorse,347,2025,5032.8,0.4747,Inner Eastern Melbourne,2025-09-30,530,578,650,540,630,750,650,1.9149,0.56,-0.4286,-0.4286,-0.3,-0.5263,1.0,1285200.0,931380.0,0.9982,2.6377
Vermont South,3133,Whitehorse,540,2025,5032.8,0.4747,,,,,,,,,,,,,,,,,1479600.0,951660.0,1.6862,2.8218
Vervale,3814,Cardinia,1,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Viewbank,3084,Banyule,116,2025,6137.2,-1.0,,,,,,,,,,,,,,,,,1168300.0,745460.0,0.5844,0.9506
Wandin East,3139,Yarra Ranges,10,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Wandin North,3139,Yarra Ranges,84,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,910060.0,,-0.3295,
Wantirna,3152,Knox,626,2025,4872.9,0.6882,Outer Eastern Melbourne,2025-09-30,287,510,610,550,597,700,620,-3.0,-0.8,-0.8095,-0.2857,-0.63,-0.7895,0.4,1111000.0,696700.0,0.3817,0.5082
Wantirna South,3152,Knox,1429,2025,4872.9,0.6882,,,,,,,,,,,,,,,,,1280400.0,529800.0,0.9812,-1.0064
Warburton,3799,Yarra Ranges,84,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,666560.0,,-1.1913,
Warneet,3980,Casey,16,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,,,,
Warrandyte,3113,Manningham,128,2025,3100.2,3.0,,,,,,,,,,,,,,,,,1298100.0,,1.0438,
Warrandyte South,3134,Manningham,9,2025,3100.2,3.0,,,,,,,,,,,,,,,,,,,,
Warranwood,3134,Maroondah,53,2025,5643.1,-0.3402,,,,,,,,,,,,,,,,,1311500.0,,1.0912,
Waterways,3195,Kingston,54,2025,5702.9,-0.4201,,,,,,,,,,,,,,,,,1429600.0,,1.5092,
Watsonia,3087,Banyule,366,2025,6137.2,-1.0,,,,,,,,,,,,,,,,,949460.0,752500.0,-0.19,1.0145
Watsonia North,3087,Banyule,128,2025,6137.2,-1.0,,,,,,,,,,,,,,,,,892160.0,,-0.3928,
Watsons Creek,3097,Nillumbik,2,2025,2567.5,3.0,,,,,,,,,,,,,,,,,,,,
Wattle Glen,3096,Nillumbik,27,2025,2567.5,3.0,,,,,,,,,,,,,,,,,998100.0,,-0.0179,
Weir Views,3338,Melton,359,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,565660.0,,-1.5483,
Werribee,3030,Wyndham,4114,2025,5389.9,-0.0021,Outer Western Melbourne,2025-09-30,350,405,450,420,460,525,490,-1.9149,-2.9,-2.3333,-2.1429,-2.0,-1.7105,-2.2,619100.0,436700.0,-1.3592,-1.8512
Werribee South,3030,Wyndham,175,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,820200.0,494700.0,-0.6475,-1.3249
Wesburn,3799,Yarra Ranges,27,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
West Footscray,3012,Maribyrnong,749,2025,10545.5,-3.0,Outer Western Melbourne,2025-09-30,365,475,620,500,600,725,550,-1.5957,-1.5,-0.7143,-1.0,-0.6,-0.6579,-1.0,928500.0,518060.0,-0.2642,-1.1129
